,User_ID,Product_ID,Gender,Age,Occupation,City_Category,Stay_In_Current_City_Years,Marital_Status,Product_Category_1,Product_Category_2,Product_Category_3,Purchase
22821,1005263,P00117042,M,36-45,7,B,1,0,1,2.0,5.0,11964
22822,1005264,P00230942,M,18-25,4,B,4+,0,5,14.0,,6946
22823,1005265,P00107542,M,46-50,1,B,2,1,8,,,7839
22824,1005265,P00030042,M,46-50,1,B,2,1,8,,,7800
22825,1005267,P00327142,M,36-45,7,C,2,0,8,15.0,,3909
22826,1005269,P00193242,M,18-25,0,B,4+,0,6,8.0,,12466
22827,1005269,P00010142,M,18-25,0,B,4+,0,16,,,4530
22828,1005273,P00086342,M,55+,20,B,3,1,8,,,7968
22829,1005275,P0099442,M,26-35,17,A,4+,0,6,8.0,,16385
22830,1005276,P00321542,F,26-35,4,B,1,1,5,,,1988
22831,1005279,P00265242,F,26-35,14,B,2,1,5,8.0,,8613
22832,1005281,P00121642,M,26-35,2,A,2,0,5,14.0,,7057
22833,1005286,P00267442,M,46-50,16,B,0,0,1,2.0,5.0,11922
22834,1005294,P00047942,M,26-35,2,A,0,1,5,13.0,,8662
22835,1005300,P00158742,M,26-35,20,A,0,0,5,8.0,,8572
22836,1005303,P00115142,F,55+,6,C,3,1,1,8.0,17.0,11477
22837,1005304,P00330442,F,36-45,9,A,4+,1,5,14.0,,5311
22838,1005306,P00221542,F,26-35,17,B,4+,0,5,15.0,,7056
22839,1005306,P00214342,F,26-35,17,B,4+,0,5,,,1871
22840,1005306,P00155142,F,26-35,17,B,4+,0,1,16.0,,8053
22841,1005309,P00106042,M,26-35,0,C,1,0,5,,,8610
22842,1005310,P00087342,F,55+,1,C,3,0,5,14.0,16.0,8760
22843,1005312,P00351842,M,26-35,1,A,1,0,5,,,6976
22844,1005312,P00277942,M,26-35,1,A,1,0,1,,,7803
22845,1005312,P00205642,M,26-35,1,A,1,0,5,8.0,,7173
22846,1005312,P00023142,M,26-35,1,A,1,0,5,14.0,,5438
22847,1005317,P00001742,F,26-35,0,A,1,0,8,14.0,,7904
22848,1005317,P00227742,F,26-35,0,A,1,0,5,14.0,,7103
22849,1005317,P00317442,F,26-35,0,A,1,0,1,8.0,,11805
22850,1005318,P00028442,M,18-25,17,B,4+,1,1,8.0,16.0,12019
22851,1005319,P00282142,M,18-25,17,B,1,0,3,4.0,,8395
22852,1005321,P00282442,M,26-35,4,C,0,0,5,8.0,18.0,6973
22853,1005324,P00249142,M,26-35,7,C,0,1,5,,,5211
22854,1005329,P00184142,F,26-35,5,B,1,0,8,14.0,,9756
22855,1005329,P00238442,F,26-35,5,B,1,0,6,,,16660
22856,1005329,P00125042,F,26-35,5,B,1,0,11,,,6032
22857,1005332,P00177542,M,18-25,4,C,2,0,1,8.0,,19417
22858,1005335,P00199442,M,26-35,14,B,1,1,5,9.0,,6920
22859,1005335,P00101542,M,26-35,14,B,1,1,13,16.0,,925
22860,1005335,P00162942,M,26-35,14,B,1,1,7,,,12581
22861,1005337,P00210342,F,36-45,3,C,3,1,3,4.0,,13642
22862,1005340,P00213942,F,51-55,3,C,1,1,5,14.0,,5204
22863,1005344,P00234542,F,51-55,1,C,3,0,5,,,6913
22864,1005345,P00129642,F,26-35,17,C,2,1,5,,,8829
22865,1005345,P00000142,F,26-35,17,C,2,1,3,4.0,5.0,13388
22866,1005345,P00255542,F,26-35,17,C,2,1,5,,,8899
22867,1005345,P00034742,F,26-35,17,C,2,1,5,14.0,17.0,7169
22868,1005347,P00027042,M,26-35,6,A,1,0,5,14.0,,5359
22869,1005348,P00006942,M,18-25,5,B,1,0,1,5.0,6.0,7833
22870,1005350,P00032042,M,18-25,5,A,1,0,1,2.0,15.0,7628
22871,1005353,P00228242,M,26-35,6,C,4+,1,8,,,5857
22872,1005364,P00173542,F,26-35,3,A,3,0,5,8.0,,7059
22873,1005364,P00250842,F,26-35,3,A,3,0,8,,,8071
22874,1005367,P00261342,M,18-25,4,A,1,0,1,17.0,,3933
22875,1005367,P00000342,M,18-25,4,A,1,0,5,14.0,,5313
22876,1005367,P00365142,M,18-25,4,A,1,0,6,16.0,,20057
22877,1005369,P00119442,M,26-35,15,A,1,0,5,,,6936
22878,1005371,P00288542,M,26-35,11,A,0,0,8,,,5860
22879,1005374,P00240142,M,36-45,7,C,4+,0,5,,,6990
22880,1005376,P00254242,M,26-35,17,B,1,1,5,11.0,12.0,5458
22881,1005384,P00141542,F,26-35,3,A,4+,0,5,,,8623
22882,1005387,P00179542,F,26-35,1,B,4+,1,11,,,4646
22883,1005387,P00005742,F,26-35,1,B,4+,1,8,14.0,,5987
22884,1005393,P00329642,M,36-45,7,C,2,0,8,14.0,,7937
22885,1005394,P00165942,M,18-25,0,A,2,0,8,,,4263
22886,1005394,P00214542,M,18-25,0,A,2,0,8,,,7918
22887,1005394,P00217942,M,18-25,0,A,2,0,5,,,6982
22888,1005394,P00155342,M,18-25,0,A,2,0,5,13.0,,7017
22889,1005394,P00155642,M,18-25,0,A,2,0,8,,,6002
22890,1005394,P00108542,M,18-25,0,A,2,0,5,8.0,14.0,6983
22891,1005395,P00102642,M,51-55,1,C,1,1,4,8.0,9.0,2776
22892,1005397,P00268342,M,18-25,0,B,2,1,5,,,3764
22893,1005397,P00088842,M,18-25,0,B,2,1,8,,,7841
22894,1005397,P00362642,M,18-25,0,B,2,1,8,18.0,,6093
22895,1005399,P00140742,M,26-35,1,C,1,1,1,15.0,,15817
22896,1005403,P00209142,M,0-17,10,B,1,0,5,8.0,,8869
22897,1005411,P00286742,F,0-17,19,B,1,0,1,16.0,,11836
22898,1005413,P00073642,M,36-45,1,B,1,0,8,,,9846
22899,1005413,P00309242,M,36-45,1,B,1,0,5,8.0,,8690
22900,1005415,P00189842,F,26-35,7,C,3,1,3,4.0,5.0,5334
22901,1005418,P00024142,F,26-35,0,C,1,1,8,9.0,14.0,9960
22902,1005418,P00109542,F,26-35,0,C,1,1,8,14.0,17.0,9819
22903,1005418,P00188442,F,26-35,0,C,1,1,5,7.0,,8759
22904,1005418,P00074642,F,26-35,0,C,1,1,5,9.0,14.0,7060
22905,1005418,P00110442,F,26-35,0,C,1,1,7,,,20588
22906,1005418,P00086842,F,26-35,0,C,1,1,14,16.0,,10963
22907,1005419,P00071442,F,18-25,12,C,3,1,15,17.0,,20882
22908,1005420,P00187342,F,0-17,19,B,4+,0,4,5.0,15.0,731
22909,1005424,P00058042,F,36-45,2,C,2,0,8,16.0,,9726
22910,1005424,P00051442,F,36-45,2,C,2,0,8,17.0,,7764
22911,1005426,P00031042,M,26-35,14,C,1,0,8,,,10076
22912,1005427,P00119742,M,36-45,19,B,0,0,5,8.0,12.0,8830
22913,1005428,P00156442,F,26-35,6,B,4+,0,8,,,9795
22914,1005431,P00154742,M,55+,1,C,3,1,8,14.0,16.0,8114
22915,1005433,P00052842,F,36-45,17,B,3,1,10,15.0,,19350
22916,1005433,P00145942,F,36-45,17,B,3,1,6,8.0,13.0,8134
22917,1005443,P00074242,M,26-35,12,B,2,0,5,,,5192
22918,1005444,P00237842,F,18-25,4,C,1,1,5,,,5279
22919,1005446,P00247642,F,51-55,1,C,1,1,7,,,20558
22920,1005448,P00114342,M,46-50,19,A,4+,0,1,8.0,17.0,18953
22921,1005452,P0098142,M,36-45,6,A,4+,0,8,14.0,,10051
22922,1005457,P00111142,M,18-25,12,A,1,1,1,15.0,16.0,19113
22923,1005458,P00044442,F,18-25,2,A,1,0,1,16.0,,15818
22924,1005463,P00086642,M,36-45,0,B,3,1,8,,,7780
22925,1005463,P00103242,M,36-45,0,B,3,1,8,,,7905
22926,1005464,P00080342,M,36-45,7,C,2,0,1,6.0,8.0,19244
22927,1005465,P00021742,F,26-35,0,A,0,1,5,,,5153
22928,1005466,P00317842,M,26-35,12,B,1,0,8,,,7887
22929,1005468,P00009442,M,26-35,12,A,1,0,5,,,6908
22930,1005470,P00111842,M,55+,7,C,3,0,8,,,6082
22931,1005472,P00313142,M,36-45,1,C,0,1,8,,,6046
22932,1005473,P00256042,M,26-35,1,C,3,0,6,8.0,16.0,12420
22933,1005479,P00178942,M,36-45,1,C,4+,0,5,8.0,,5395
22934,1005479,P00184342,M,36-45,1,C,4+,0,8,,,8069
22935,1005485,P00112542,M,26-35,4,C,0,1,1,11.0,15.0,19064
22936,1005487,P00114942,M,26-35,17,B,0,0,1,15.0,16.0,15638
22937,1005487,P00228242,M,26-35,17,B,0,0,8,,,8000
22938,1005491,P00052642,M,18-25,7,A,1,0,5,14.0,,8666
22939,1005492,P00039742,M,18-25,4,A,4+,1,5,,,5371
22940,1005492,P00230942,M,18-25,4,A,4+,1,5,14.0,,3509
22941,1005492,P00259342,M,18-25,4,A,4+,1,5,9.0,,5248
22942,1005493,P00361942,M,36-45,12,B,3,0,1,2.0,15.0,4002
22943,1005494,P00117342,F,36-45,17,B,1,1,1,8.0,13.0,15375
22944,1005495,P00249842,F,18-25,4,B,3,1,8,,,7959
22945,1005496,P00151742,M,26-35,7,B,1,0,8,15.0,16.0,6131
22946,1005501,P00111942,M,26-35,2,A,3,0,8,17.0,,9974
22947,1005501,P00120142,M,26-35,2,A,3,0,5,,,7129
22948,1005504,P00245642,M,46-50,7,B,1,1,5,11.0,12.0,8808
22949,1005504,P00281942,M,46-50,7,B,1,1,15,,,16604
22950,1005504,P00331242,M,46-50,7,B,1,1,12,17.0,,1724
22951,1005504,P00043742,M,46-50,7,B,1,1,5,8.0,,7024
22952,1005506,P00156242,F,18-25,14,A,1,0,4,5.0,9.0,2188
22953,1005509,P00250242,M,26-35,0,A,1,0,5,,,6962
22954,1005511,P00192842,M,46-50,1,B,1,1,5,14.0,,8833
22955,1005518,P00002442,M,51-55,17,B,3,1,8,15.0,,7828
22956,1005519,P00004142,M,36-45,15,C,3,0,8,17.0,,7866
22957,1005519,P00194242,M,36-45,15,C,3,0,11,16.0,,1717
22958,1005522,P00024842,M,26-35,14,B,0,0,8,,,6137
22959,1005523,P00223942,M,36-45,0,B,2,1,5,8.0,,7014
22960,1005523,P00222842,M,36-45,0,B,2,1,8,,,9724
22961,1005526,P00219942,F,36-45,2,A,0,0,6,16.0,,4416
22962,1005526,P00051442,F,36-45,2,A,0,0,8,17.0,,7882
22963,1005526,P00118542,F,36-45,2,A,0,0,5,8.0,,6998
22964,1005530,P00321342,F,18-25,4,B,0,0,1,,,15691
22965,1005530,P00162442,F,18-25,4,B,0,0,1,16.0,,7619
22966,1005530,P00281842,F,18-25,4,B,0,0,5,,,1900
22967,1005536,P00059442,M,26-35,16,B,2,1,6,8.0,16.0,16263
22968,1005536,P00119442,M,26-35,16,B,2,1,5,,,5474
22969,1005536,P00003642,M,26-35,16,B,2,1,8,,,6204
22970,1005536,P00027142,M,26-35,16,B,2,1,8,,,3914
22971,1005537,P00117642,F,55+,1,C,2,0,10,16.0,,23790
22972,1005539,P00158542,F,26-35,20,B,1,1,5,6.0,13.0,8643
22973,1005542,P00010842,M,46-50,7,C,1,1,8,16.0,,10053
22974,1005542,P00298242,M,46-50,7,C,1,1,8,,,9995
22975,1005543,P00001042,M,26-35,17,A,2,0,1,2.0,16.0,15253
22976,1005543,P00258442,M,26-35,17,A,2,0,5,,,7045
22977,1005550,P00215442,M,36-45,15,B,2,0,15,16.0,,8734
22978,1005550,P00036242,M,36-45,15,B,2,0,5,8.0,,3669
22979,1005553,P00184242,M,36-45,3,C,3,0,9,15.0,,13855
22980,1005555,P00278642,M,0-17,10,B,2,0,5,,,7154
22981,1005555,P00032042,M,0-17,10,B,2,0,1,2.0,15.0,11765
22982,1005555,P00154042,M,0-17,10,B,2,0,1,2.0,15.0,15438
22983,1005556,P00185442,M,46-50,6,A,0,0,15,,,12600
22984,1005557,P00319042,M,36-45,14,C,1,1,5,,,8855
22985,1005557,P00323942,M,36-45,14,C,1,1,8,15.0,,9885
22986,1005558,P00184242,M,0-17,10,B,2,0,9,15.0,,18467
22987,1005558,P00250542,M,0-17,10,B,2,0,4,5.0,,1439
22988,1005558,P00137642,M,0-17,10,B,2,0,3,4.0,12.0,3157
22989,1005562,P00214442,F,36-45,1,C,4+,0,8,,,7856
22990,1005562,P00121642,F,36-45,1,C,4+,0,5,14.0,,7166
22991,1005567,P00120842,M,51-55,3,B,0,1,8,17.0,,9774
22992,1005567,P00327242,M,51-55,3,B,0,1,5,8.0,,5375
22993,1005567,P00260042,M,51-55,3,B,0,1,5,8.0,,7083
22994,1005567,P00336942,M,51-55,3,B,0,1,5,,,5463
22995,1005567,P00161442,M,51-55,3,B,0,1,5,14.0,,5245
22996,1005568,P00053042,M,18-25,4,C,3,0,5,14.0,16.0,5439
22997,1005568,P00173942,M,18-25,4,C,3,0,1,5.0,6.0,15424
22998,1005568,P00092842,M,18-25,4,C,3,0,1,2.0,16.0,11503
22999,1005568,P00182442,M,18-25,4,C,3,0,5,11.0,,8632
23000,1005571,P00115642,F,26-35,9,C,2,0,8,14.0,,6195
23001,1005574,P00157542,M,26-35,0,B,4+,0,8,14.0,,9790
23002,1005575,P00039742,M,36-45,7,C,2,0,5,,,3521
23003,1005576,P00037042,M,26-35,4,C,3,0,1,15.0,,15713
23004,1005576,P0099742,M,26-35,4,C,3,0,3,4.0,5.0,11061
23005,1005577,P00339442,M,51-55,1,C,1,1,16,,,20483
23006,1005580,P00243942,M,46-50,7,B,4+,0,1,2.0,15.0,15836
23007,1005580,P00074642,M,46-50,7,B,4+,0,5,9.0,14.0,7179
23008,1005580,P00177842,M,46-50,7,B,4+,0,8,,,10014
23009,1005583,P00105142,M,55+,15,B,2,1,1,2.0,15.0,11786
23010,1005583,P00298442,M,55+,15,B,2,1,16,,,12390
23011,1005589,P00346542,F,26-35,0,A,0,1,10,13.0,16.0,14046
23012,1005590,P00115642,F,46-50,12,A,3,1,8,14.0,,4139
23013,1005591,P00286842,M,18-25,0,B,4+,0,5,8.0,,8721
23014,1005594,P00250042,F,46-50,0,B,1,1,8,14.0,,7796
23015,1005596,P00200642,M,36-45,12,B,1,0,10,16.0,,18738
23016,1005597,P00010842,F,18-25,4,A,2,0,8,16.0,,9846
23017,1005597,P00079442,F,18-25,4,A,2,0,8,,,2132
23018,1005602,P00069042,M,36-45,0,B,1,0,3,,,13402
23019,1005605,P00191642,F,18-25,2,A,0,0,3,4.0,12.0,10789
23020,1005605,P0099042,F,18-25,2,A,0,0,5,12.0,14.0,5282
23021,1005605,P0094742,F,18-25,2,A,0,0,2,4.0,5.0,3650
23022,1005605,P00009042,F,18-25,2,A,0,0,8,16.0,,6020
23023,1005611,P00346142,F,36-45,7,C,1,0,1,15.0,,15842
23024,1005615,P00102142,M,36-45,7,C,4+,0,13,16.0,,770
23025,1005616,P00234242,M,46-50,1,C,3,0,8,,,2051
23026,1005618,P00294542,F,18-25,4,B,3,0,8,,,6075
23027,1005618,P00234842,F,18-25,4,B,3,0,5,6.0,16.0,8621
23028,1005620,P00216142,M,36-45,14,C,2,1,1,16.0,,15249
23029,1005621,P00282042,M,26-35,7,A,1,0,5,15.0,,3521
23030,1005621,P00354942,M,26-35,7,A,1,0,8,,,4074
23031,1005623,P00248942,M,26-35,11,B,2,1,1,6.0,14.0,15786
23032,1005624,P00057642,M,26-35,7,C,1,0,1,15.0,16.0,15466
23033,1005624,P00046742,M,26-35,7,C,1,0,1,2.0,15.0,19046
23034,1005626,P00268442,M,55+,16,B,3,0,8,17.0,,5975
23035,1005626,P00297742,M,55+,16,B,3,0,8,17.0,,9989
23036,1005627,P00346542,M,26-35,0,A,4+,1,10,13.0,16.0,14618
23037,1005627,P00111742,M,26-35,0,A,4+,1,15,,,16962
23038,1005627,P00120142,M,26-35,0,A,4+,1,5,,,5162
23039,1005627,P00326242,M,26-35,0,A,4+,1,2,18.0,,9719
23040,1005630,P00249642,M,36-45,17,B,1,0,3,5.0,,13261
23041,1005631,P00015742,M,36-45,12,C,3,0,7,,,16534
23042,1005634,P00250242,M,26-35,14,A,3,1,5,,,8777
23043,1005636,P00193042,M,26-35,7,A,0,1,5,6.0,16.0,3455
23044,1005636,P00191742,M,26-35,7,A,0,1,4,11.0,,2141
23045,1005636,P00278242,M,26-35,7,A,0,1,1,,,11671
23046,1005636,P00046642,M,26-35,7,A,0,1,1,,,4254
23047,1005636,P00082242,M,26-35,7,A,0,1,11,,,1653
23048,1005641,P00109542,F,26-35,17,C,2,1,8,14.0,17.0,5911
23049,1005643,P00150142,F,36-45,1,A,3,1,8,,,5999
23050,1005643,P00212942,F,36-45,1,A,3,1,5,,,5353
23051,1005643,P00058042,F,36-45,1,A,3,1,8,16.0,,8123
23052,1005643,P00303442,F,36-45,1,A,3,1,1,8.0,14.0,4385
23053,1005643,P00248442,F,36-45,1,A,3,1,3,4.0,,10724
23054,1005645,P00001842,M,26-35,2,B,3,0,16,,,20610
23055,1005649,P00101742,F,18-25,4,B,1,0,12,14.0,,1434
23056,1005650,P00216342,F,36-45,12,B,2,1,3,4.0,5.0,11030
23057,1005652,P00164342,M,18-25,0,B,1,0,5,8.0,,2024
23058,1005654,P00106742,M,26-35,4,A,3,1,3,5.0,,13508
23059,1005654,P00150042,M,26-35,4,A,3,1,8,,,6122
23060,1005658,P00167042,M,55+,0,B,3,1,2,,,9534
23061,1005659,P00223642,M,26-35,0,C,3,1,11,15.0,,4433
23062,1005661,P00110842,F,26-35,15,C,1,1,1,2.0,5.0,19325
23063,1005661,P00058242,F,26-35,15,C,1,1,3,4.0,12.0,13521
23064,1005663,P00346242,F,36-45,20,B,4+,0,1,15.0,,15806
23065,1005664,P00156142,M,18-25,4,C,4+,0,5,8.0,,8618
23066,1005667,P00319342,M,36-45,7,B,1,1,5,8.0,,5163
23067,1005671,P00021642,M,26-35,1,C,4+,0,8,14.0,,6106
23068,1005675,P00170842,M,36-45,14,A,2,0,2,5.0,,3203
23069,1005675,P00200642,M,36-45,14,A,2,0,10,16.0,,18759
23070,1005677,P00121642,M,26-35,1,A,3,0,5,14.0,,6887
23071,1005677,P00090942,M,26-35,1,A,3,0,1,2.0,14.0,19597
23072,1005679,P00057642,M,36-45,2,C,4+,1,1,15.0,16.0,19165
23073,1005679,P00046142,M,36-45,2,C,4+,1,1,16.0,,19375
23074,1005681,P00069042,F,26-35,7,A,3,0,3,,,13701
23075,1005682,P00028842,M,18-25,0,B,2,0,6,8.0,,20572
23076,1005682,P00274942,M,18-25,0,B,2,0,8,,,9944
23077,1005682,P00158042,M,18-25,0,B,2,0,8,,,2177
23078,1005684,P00184442,M,18-25,16,A,1,0,1,6.0,8.0,7690
23079,1005686,P00117842,M,55+,16,A,1,1,5,13.0,16.0,3484
23080,1005686,P00131342,M,55+,16,A,1,1,5,,,3511
23081,1005686,P00243342,M,55+,16,A,1,1,11,,,1664
23082,1005687,P00065242,F,0-17,0,B,3,0,2,3.0,4.0,13222
23083,1005689,P00035642,M,26-35,0,B,3,0,8,,,7833
23084,1005689,P00316642,M,26-35,0,B,3,0,4,5.0,,2763
23085,1005691,P00326242,M,36-45,14,C,1,0,2,18.0,,16399
23086,1005693,P00176742,F,26-35,4,B,1,0,8,14.0,,6071
23087,1005695,P00183042,F,36-45,3,C,1,0,15,16.0,,16592
23088,1005698,P00146742,M,36-45,14,B,3,0,1,13.0,14.0,15693
23089,1005701,P00004742,M,26-35,7,C,4+,0,6,16.0,,20632
23090,1005708,P00274242,M,36-45,1,B,4+,0,1,,,15503
23091,1005711,P00025942,M,26-35,7,C,4+,0,8,14.0,,5899
23092,1005716,P00114542,M,0-17,10,C,4+,0,5,,,7044
23093,1005717,P00003442,M,26-35,0,B,3,1,4,5.0,8.0,2839
23094,1005717,P00217942,M,26-35,0,B,3,1,5,,,5342
23095,1005718,P00002542,F,36-45,14,C,4+,1,8,14.0,,6075
23096,1005720,P00145742,M,26-35,0,A,0,0,1,2.0,,15534
23097,1005720,P00113242,M,26-35,0,A,0,0,1,6.0,8.0,19456
23098,1005720,P00213042,M,26-35,0,A,0,0,1,2.0,15.0,15399
23099,1005722,P00267742,M,26-35,20,A,2,1,5,,,3477
23100,1005724,P00101342,M,26-35,15,B,2,1,6,8.0,,16072
23101,1005724,P00118142,M,26-35,15,B,2,1,8,17.0,,8026
23102,1005726,P00044442,M,26-35,1,C,0,0,1,16.0,,15577
23103,1005734,P00108542,F,26-35,14,B,4+,1,5,8.0,14.0,8785
23104,1005738,P00240142,M,26-35,12,A,1,1,5,,,7171
23105,1005743,P00118142,F,36-45,0,C,1,0,8,17.0,,8080
23106,1005747,P00138342,M,26-35,0,B,4+,1,8,14.0,,5860
23107,1005747,P00085942,M,26-35,0,B,4+,1,2,4.0,8.0,12915
23108,1005749,P00085342,M,26-35,2,A,0,1,10,13.0,,23417
23109,1005749,P00293342,M,26-35,2,A,0,1,8,,,5858
23110,1005749,P00014042,M,26-35,2,A,0,1,1,,,3930
23111,1005750,P00177442,M,18-25,1,A,1,0,1,6.0,8.0,15251
23112,1005750,P00274142,M,18-25,1,A,1,0,1,,,19343
23113,1005750,P00115142,M,18-25,1,A,1,0,1,8.0,17.0,15643
23114,1005752,P00311542,F,55+,0,B,3,1,5,,,7157
23115,1005752,P00336742,F,55+,0,B,3,1,12,,,1027
23116,1005752,P00118842,F,55+,0,B,3,1,5,8.0,,8751
23117,1005753,P0097242,M,18-25,17,C,0,0,1,16.0,,19077
23118,1005754,P00046742,F,18-25,1,A,2,0,1,2.0,15.0,8210
23119,1005754,P00110042,F,18-25,1,A,2,0,5,14.0,,7019
23120,1005754,P00148342,F,18-25,1,A,2,0,5,,,1716
23121,1005755,P00252542,F,36-45,2,B,1,0,8,,,8084
23122,1005755,P00021642,F,36-45,2,B,1,0,8,14.0,,5858
23123,1005755,P00125942,F,36-45,2,B,1,0,1,2.0,15.0,12090
23124,1005759,P00303842,F,26-35,1,A,2,0,5,8.0,14.0,6988
23125,1005759,P00046242,F,26-35,1,A,2,0,8,,,7783
23126,1005759,P00057542,F,26-35,1,A,2,0,3,4.0,5.0,13668
23127,1005761,P00328942,M,26-35,20,B,1,1,5,6.0,8.0,3582
23128,1005762,P00015342,F,36-45,6,A,2,1,2,4.0,,15897
23129,1005763,P00036842,F,26-35,1,A,1,1,1,14.0,16.0,15650
23130,1005763,P00234642,F,26-35,1,A,1,1,1,6.0,8.0,19193
23131,1005763,P00085042,F,26-35,1,A,1,1,5,6.0,,8603
23132,1005763,P00270842,F,26-35,1,A,1,1,5,,,5466
23133,1005765,P00065042,M,26-35,11,B,2,1,5,15.0,,6944
23134,1005765,P00063342,M,26-35,11,B,2,1,1,2.0,9.0,15515
23135,1005767,P00187442,M,26-35,2,B,0,0,2,4.0,5.0,10118
23136,1005767,P00324442,M,26-35,2,B,0,0,11,13.0,16.0,6152
23137,1005768,P00173442,F,0-17,7,C,3,0,8,13.0,,10080
23138,1005770,P00032842,M,26-35,0,C,3,1,8,,,9935
23139,1005771,P00118042,M,26-35,7,A,1,0,8,,,7907
23140,1005775,P00110842,M,26-35,11,A,4+,0,1,2.0,5.0,19195
23141,1005776,P0097242,M,18-25,12,B,3,1,1,16.0,,15310
23142,1005777,P00183142,M,0-17,0,C,4+,0,15,,,21162
23143,1005779,P00200642,M,26-35,5,A,1,0,10,16.0,,23896
23144,1005779,P00087142,M,26-35,5,A,1,0,13,14.0,16.0,774
23145,1005779,P00042142,M,26-35,5,A,1,0,1,2.0,6.0,15891
23146,1005780,P00122442,M,18-25,17,B,1,0,1,11.0,15.0,15535
23147,1005780,P00069942,M,18-25,17,B,1,0,6,,,12078
23148,1005785,P00128942,F,26-35,7,B,2,1,1,11.0,,19424
23149,1005786,P00302042,M,26-35,6,B,1,1,5,,,1924
23150,1005787,P00159542,M,26-35,20,B,0,0,10,15.0,16.0,18767
23151,1005787,P00367942,M,26-35,20,B,0,0,5,,,7030
23152,1005788,P00059642,M,26-35,0,A,4+,0,1,2.0,3.0,15643
23153,1005788,P00117942,M,26-35,0,A,4+,0,5,15.0,,8599
23154,1005788,P00134342,M,26-35,0,A,4+,0,5,,,5258
23155,1005788,P00043242,M,26-35,0,A,4+,0,5,,,2051
23156,1005788,P00018142,M,26-35,0,A,4+,0,5,,,3513
23157,1005788,P00218042,M,26-35,0,A,4+,0,5,,,3754
23158,1005790,P00058042,F,36-45,0,B,2,1,8,16.0,,5839
23159,1005793,P00117642,M,26-35,2,C,1,1,10,16.0,,23407
23160,1005795,P00284142,M,26-35,1,A,1,1,3,4.0,,2698
23161,1005795,P00121642,M,26-35,1,A,1,1,5,14.0,,7116
23162,1005795,P00199442,M,26-35,1,A,1,1,5,9.0,,5425
23163,1005795,P00245642,M,26-35,1,A,1,1,5,11.0,12.0,5262
23164,1005795,P00316142,M,26-35,1,A,1,1,5,,,1823
23165,1005795,P00025142,M,26-35,1,A,1,1,13,16.0,,564
23166,1005798,P00211142,M,36-45,0,C,2,1,5,,,8770
23167,1005805,P00113342,F,26-35,0,B,1,1,1,8.0,17.0,19365
23168,1005805,P00178842,F,26-35,0,B,1,1,2,4.0,9.0,16380
23169,1005805,P00184242,F,26-35,0,B,1,1,9,15.0,,13988
23170,1005806,P00302342,F,51-55,1,B,2,0,8,,,10079
23171,1005806,P00019442,F,51-55,1,B,2,0,8,12.0,,7988
23172,1005809,P00184942,M,26-35,7,C,4+,0,1,8.0,17.0,19409
23173,1005812,P00220342,F,26-35,7,A,1,1,5,,,6994
23174,1005812,P00330442,F,26-35,7,A,1,1,5,14.0,,7017
23175,1005814,P00128942,M,26-35,0,B,0,0,1,11.0,,19097
23176,1005824,P00120042,M,18-25,12,B,1,0,1,2.0,,19312
23177,1005824,P00025342,M,18-25,12,B,1,0,6,8.0,16.0,12020
23178,1005825,P00005042,F,26-35,4,B,2,1,6,16.0,,20449
23179,1005830,P00121342,F,18-25,4,C,0,0,1,5.0,18.0,15199
23180,1005831,P00220642,M,26-35,1,A,2,1,8,,,8011
23181,1005831,P00246142,M,26-35,1,A,2,1,1,15.0,17.0,15608
23182,1005831,P00226742,M,26-35,1,A,2,1,11,,,1726
23183,1005831,P00237442,M,26-35,1,A,2,1,8,14.0,,8032
23184,1005831,P00352242,M,26-35,1,A,2,1,1,6.0,16.0,11422
23185,1005831,P00022842,M,26-35,1,A,2,1,5,,,3624
23186,1005831,P00082242,M,26-35,1,A,2,1,11,,,4426
23187,1005833,P00220442,F,36-45,0,C,3,1,5,14.0,,8685
23188,1005837,P00192842,M,26-35,7,B,0,1,5,14.0,,8758
23189,1005837,P00191042,M,26-35,7,B,0,1,3,4.0,,10552
23190,1005838,P00328442,F,46-50,7,B,0,1,5,14.0,,7191
23191,1005838,P00021642,F,46-50,7,B,0,1,8,14.0,,7999
23192,1005843,P00087542,M,36-45,1,C,2,0,5,12.0,,3608
23193,1005847,P00029742,F,18-25,4,B,2,0,5,,,7133
23194,1005847,P00277642,F,18-25,4,B,2,0,2,3.0,10.0,16308
23195,1005847,P00321042,F,18-25,4,B,2,0,1,17.0,,19178
23196,1005847,P00190142,F,18-25,4,B,2,0,3,4.0,5.0,13683
23197,1005847,P00210042,F,18-25,4,B,2,0,8,14.0,,7928
23198,1005847,P00033642,F,18-25,4,B,2,0,5,8.0,,7047
23199,1005848,P00302942,M,51-55,20,A,0,1,8,,,8068
23200,1005848,P00058642,M,51-55,20,A,0,1,18,,,3760
23201,1005850,P00308242,F,26-35,7,C,1,0,5,8.0,14.0,3663
23202,1005852,P00113642,F,26-35,1,A,0,1,8,,,8098
23203,1005855,P00284642,M,51-55,7,C,3,0,5,8.0,,6954
23204,1005857,P00031042,F,46-50,2,B,2,0,8,,,9731
23205,1005857,P00071442,F,46-50,2,B,2,0,15,17.0,,8856
23206,1005857,P00192242,F,46-50,2,B,2,0,3,4.0,5.0,10605
23207,1005859,P00115942,M,26-35,7,C,1,1,8,17.0,,8104
