User_ID,Product_ID,Gender,Age,Occupation,City_Category,Stay_In_Current_City_Years,Marital_Status,Product_Category_1,Product_Category_2,Product_Category_3,Purchase
1001216,P00233342,M,26-35,2,A,1,1,1,15.0,16.0,15778
1001217,P0097242,M,26-35,12,A,3,0,1,16.0,,15344
1001218,P00152442,M,55+,15,B,0,1,8,,,7926
1001218,P00125942,M,55+,15,B,0,1,1,2.0,15.0,11546
1001220,P00117142,M,0-17,10,A,3,0,2,17.0,,9798
1001223,P00130742,M,26-35,2,C,4+,0,1,14.0,17.0,15573
1001224,P00211242,M,51-55,13,B,4+,0,8,12.0,,9805
1001224,P00276342,M,51-55,13,B,4+,0,5,,,8592
1001224,P00284742,M,51-55,13,B,4+,0,5,12.0,,7111
1001226,P00365242,M,18-25,20,C,2,0,5,8.0,,3444
1001228,P00140742,M,26-35,1,C,4+,1,1,15.0,,15916
1001228,P00359742,M,26-35,1,C,4+,1,1,5.0,,11715
1001230,P00282642,M,26-35,11,B,2,0,5,,,7036
1001230,P00000242,M,26-35,11,B,2,0,2,4.0,9.0,12732
1001238,P00250642,F,36-45,20,A,1,0,11,,,4536
1001239,P00219942,F,26-35,20,B,1,0,6,16.0,,16628
1001241,P00328042,M,0-17,10,B,1,0,8,14.0,,8131
1001241,P00340642,M,0-17,10,B,1,0,5,,,3617
1001242,P00003942,F,36-45,0,A,0,1,5,14.0,,6976
1001242,P00057342,F,36-45,0,A,0,1,4,5.0,,1384
1001243,P00233342,M,36-45,15,B,4+,1,1,15.0,16.0,8323
1001243,P00271142,M,36-45,15,B,4+,1,5,,,7043
1001243,P00054942,M,36-45,15,B,4+,1,5,8.0,,7092
1001243,P00196442,M,36-45,15,B,4+,1,5,,,5192
1001243,P00057342,M,36-45,15,B,4+,1,4,5.0,,2065
1001243,P00033542,M,36-45,15,B,4+,1,5,,,5222
1001244,P00076442,M,26-35,4,A,4+,1,1,2.0,,11985
1001244,P00115842,M,26-35,4,A,4+,1,16,,,16290
1001244,P00182342,M,26-35,4,A,4+,1,1,5.0,6.0,11466
1001244,P00346942,M,26-35,4,A,4+,1,1,5.0,,8128
1001246,P00034742,M,18-25,4,A,2,0,5,14.0,17.0,8617
1001246,P00140742,M,18-25,4,A,2,0,1,15.0,,19584
1001246,P00277542,M,18-25,4,A,2,0,1,6.0,15.0,11542
1001246,P00351042,M,18-25,4,A,2,0,5,,,6965
1001252,P00310342,M,55+,13,C,3,0,6,8.0,,16491
1001253,P00284642,F,36-45,20,C,1,1,5,8.0,,5296
1001254,P00083942,F,18-25,1,B,2,0,12,14.0,,1406
1001255,P00177342,M,26-35,17,A,4+,0,8,,,9962
1001257,P00295942,F,18-25,14,C,3,1,2,5.0,15.0,12969
1001263,P00170642,M,0-17,10,B,4+,0,5,8.0,,5251
1001263,P00110642,M,0-17,10,B,4+,0,5,,,6882
1001264,P00015842,M,26-35,1,A,3,0,1,14.0,16.0,11537
1001264,P00343042,M,26-35,1,A,3,0,5,18.0,,8796
1001264,P00034442,M,26-35,1,A,3,0,1,14.0,16.0,11633
1001264,P00240042,M,26-35,1,A,3,0,5,,,5176
1001266,P00054242,M,26-35,4,B,0,1,1,6.0,14.0,12065
1001266,P00259142,M,26-35,4,B,0,1,5,,,8633
1001266,P00207842,M,26-35,4,B,0,1,13,16.0,,557
1001266,P00186642,M,26-35,4,B,0,1,2,4.0,15.0,9790
1001267,P00085442,M,26-35,15,C,1,0,12,14.0,,1381
1001268,P00189642,M,51-55,2,B,1,1,8,13.0,,8141
1001269,P00216342,F,55+,13,C,2,1,3,4.0,5.0,10708
1001272,P00112942,M,18-25,20,B,0,0,1,16.0,,15569
1001272,P00121642,M,18-25,20,B,0,0,5,14.0,,6861
1001279,P00029242,M,36-45,1,A,2,0,8,,,7877
1001285,P00017042,M,36-45,4,A,0,1,8,,,6174
1001285,P00150942,M,36-45,4,A,0,1,6,11.0,13.0,12165
1001285,P00150642,M,36-45,4,A,0,1,5,8.0,,3686
1001285,P00120942,M,36-45,4,A,0,1,8,,,9993
1001285,P00193542,M,36-45,4,A,0,1,1,2.0,,15390
1001286,P00308642,M,36-45,17,A,1,0,18,,,3086
1001289,P00110842,M,46-50,6,C,0,0,1,2.0,5.0,19434
1001290,P00250842,M,36-45,0,C,1,0,8,,,5955
1001291,P00366442,F,36-45,0,A,3,0,8,12.0,,10050
1001291,P00003442,F,36-45,0,A,3,0,4,5.0,8.0,3515
1001291,P00032842,F,36-45,0,A,3,0,8,,,9923
1001291,P00079742,F,36-45,0,A,3,0,1,2.0,15.0,15601
1001291,P00112442,F,36-45,0,A,3,0,6,8.0,,12610
1001294,P00288442,F,51-55,20,B,4+,1,5,14.0,,5167
1001294,P00161442,F,51-55,20,B,4+,1,5,14.0,,8609
1001297,P00117442,M,26-35,7,A,4+,0,5,14.0,,5460
1001297,P00077042,M,26-35,7,A,4+,0,5,,,3624
1001297,P00031642,M,26-35,7,A,4+,0,5,,,2036
1001298,P00173742,M,36-45,6,B,4+,0,1,5.0,8.0,15222
1001298,P00274142,M,36-45,6,B,4+,0,1,,,18953
1001298,P00159442,M,36-45,6,B,4+,0,5,8.0,,6976
1001299,P00019342,M,26-35,14,B,1,0,1,6.0,15.0,11751
1001303,P00123842,M,26-35,19,A,4+,0,11,15.0,,6159
1001303,P00277942,M,26-35,19,A,4+,0,1,,,3919
1001303,P00090542,M,26-35,19,A,4+,0,16,,,8148
1001303,P00293842,M,26-35,19,A,4+,0,1,2.0,9.0,18974
1001304,P00080342,M,26-35,14,C,1,1,1,6.0,8.0,19359
1001306,P00281942,M,26-35,3,B,3,0,15,,,21461
1001306,P00213742,M,26-35,3,B,3,0,8,,,9741
1001311,P00219742,M,18-25,10,C,1,0,6,11.0,16.0,20336
1001314,P00279342,F,18-25,4,C,0,0,5,14.0,,7011
1001315,P00025442,M,36-45,7,C,2,1,1,2.0,9.0,19525
1001317,P00024042,M,46-50,7,B,3,1,7,,,12668
1001317,P00119742,M,46-50,7,B,3,1,5,8.0,12.0,5342
1001320,P00080342,M,26-35,4,A,2,0,1,6.0,8.0,19550
1001321,P00006142,F,26-35,14,C,3,1,8,,,8141
1001322,P00221542,M,55+,0,A,0,0,5,15.0,,6965
1001323,P00210042,F,36-45,2,C,1,0,8,14.0,,7910
1001324,P00288042,M,36-45,16,B,3,0,8,,,8096
1001324,P00285442,M,36-45,16,B,3,0,8,,,9739
1001325,P00064042,M,26-35,1,B,1,1,3,4.0,12.0,10932
1001327,P00044442,M,0-17,10,B,0,0,1,16.0,,15845
1001333,P00184242,M,26-35,17,A,4+,0,9,15.0,,5303
1001333,P00123742,M,26-35,17,A,4+,0,11,,,7478
1001334,P00285842,M,51-55,7,C,0,1,5,,,6881
1001338,P00201042,M,26-35,0,A,3,1,8,,,3938
1001338,P00347642,M,26-35,0,A,3,1,1,6.0,,11754
1001338,P0097242,M,26-35,0,A,3,1,1,16.0,,19479
1001339,P00294242,M,36-45,18,C,2,0,4,5.0,,718
1001339,P00286742,M,36-45,18,C,2,0,1,16.0,,15712
1001340,P00255842,M,26-35,7,A,2,0,16,,,12828
1001340,P00177942,M,26-35,7,A,2,0,5,8.0,,2051
1001341,P00079142,M,18-25,7,C,3,0,11,,,7637
1001342,P00049942,M,36-45,0,C,4+,0,11,15.0,,3113
1001343,P00252742,M,36-45,14,B,3,0,8,,,9865
1001343,P00111042,M,36-45,14,B,3,0,15,,,21010
1001345,P00278642,F,26-35,2,C,1,1,5,,,7128
1001345,P00283942,F,26-35,2,C,1,1,5,,,5464
1001352,P00331042,M,36-45,20,B,2,0,5,8.0,,7025
1001353,P00289942,M,0-17,10,C,0,0,3,4.0,5.0,10910
1001355,P00273442,F,46-50,20,A,3,0,12,14.0,17.0,1389
1001357,P00116742,M,46-50,0,C,1,1,11,,,5965
1001357,P00083242,M,46-50,0,C,1,1,11,16.0,,1566
1001358,P00016042,M,36-45,17,C,1,1,1,16.0,,11710
1001362,P00191442,M,36-45,12,B,0,0,1,2.0,15.0,11937
1001365,P00275642,F,0-17,10,C,3,0,8,,,9701
1001369,P00100442,M,26-35,5,B,1,1,2,4.0,5.0,16104
1001369,P00110242,M,26-35,5,B,1,1,8,,,7992
1001370,P00241642,M,36-45,2,C,2,1,1,2.0,11.0,15566
1001370,P00061142,M,36-45,2,C,2,1,8,16.0,,6097
1001376,P00102242,F,46-50,1,C,1,1,8,12.0,,7817
1001377,P00193542,M,36-45,16,B,3,1,1,2.0,,7708
1001377,P00303442,M,36-45,16,B,3,1,1,8.0,14.0,11457
1001380,P00370242,M,0-17,10,C,0,0,5,,,3426
1001382,P00111242,F,46-50,1,C,1,0,1,18.0,,11627
1001383,P00183442,F,26-35,7,A,1,0,1,2.0,,11680
1001383,P0097742,F,26-35,7,A,1,0,8,,,5974
1001383,P00119442,F,26-35,7,A,1,0,5,,,7143
1001383,P00177942,F,26-35,7,A,1,0,5,8.0,,8615
1001383,P00031442,F,26-35,7,A,1,0,5,8.0,,7169
1001389,P00237542,M,26-35,17,B,4+,1,1,15.0,16.0,19025
1001389,P00324742,M,26-35,17,B,4+,1,2,9.0,14.0,6964
1001390,P00184342,M,36-45,16,C,3,1,8,,,2209
1001391,P0097842,M,36-45,15,C,0,1,5,,,6882
1001392,P00001142,M,46-50,3,C,1,1,5,8.0,14.0,7010
1001392,P00284842,M,46-50,3,C,1,1,1,8.0,17.0,11637
1001395,P00338542,M,26-35,2,B,1,1,1,,,15750
1001399,P00031842,M,18-25,17,C,1,0,1,5.0,12.0,15715
1001405,P00058042,M,55+,13,C,1,1,8,16.0,,7968
1001407,P00216342,F,36-45,15,A,1,1,3,4.0,5.0,13668
1001407,P00347242,F,36-45,15,A,1,1,8,,,10011
1001408,P00039242,M,26-35,0,B,1,1,1,15.0,,4264
1001409,P00003242,M,18-25,4,B,1,1,8,15.0,,9731
1001410,P00232642,M,51-55,7,B,3,1,8,,,6121
1001420,P00209842,M,18-25,4,C,3,0,5,8.0,,6914
1001420,P00126142,M,18-25,4,C,3,0,8,16.0,,7933
1001421,P00101742,F,0-17,10,A,1,0,12,14.0,,1416
1001422,P00316642,M,36-45,17,B,3,0,4,5.0,,2871
1001422,P00178342,M,36-45,17,B,3,0,8,,,7923
1001425,P00036842,M,0-17,10,B,1,0,1,14.0,16.0,19693
1001425,P00254242,M,0-17,10,B,1,0,5,11.0,12.0,7013
1001425,P0095342,M,0-17,10,B,1,0,2,4.0,,9994
1001425,P00084842,M,0-17,10,B,1,0,8,16.0,,9774
1001425,P00361242,M,0-17,10,B,1,0,16,,,4515
1001425,P00284242,M,0-17,10,B,1,0,16,,,16573
1001426,P00258842,M,18-25,14,B,3,0,5,,,5394
1001427,P00111942,M,26-35,12,C,2,0,8,17.0,,9801
1001430,P00006842,M,18-25,4,B,2,1,5,,,8587
1001433,P00154542,F,18-25,14,C,1,0,1,2.0,,8120
1001434,P00330442,F,0-17,10,A,0,0,5,14.0,,5318
1001436,P00307342,F,51-55,6,B,1,1,8,,,5940
1001440,P00287842,M,36-45,12,C,1,0,8,18.0,,5913
1001442,P00361342,M,18-25,2,A,3,0,5,,,8634
1001442,P00214442,M,18-25,2,A,3,0,8,,,7896
1001442,P00249642,M,18-25,2,A,3,0,3,5.0,,10987
1001447,P00214442,M,18-25,4,A,0,0,8,,,7860
1001447,P00165642,M,18-25,4,A,0,0,1,8.0,16.0,11980
1001447,P00156742,M,18-25,4,A,0,0,5,6.0,8.0,5451
1001448,P00180342,F,26-35,3,A,1,0,11,,,5977
1001448,P00319542,F,26-35,3,A,1,0,8,14.0,,4086
1001448,P00092642,F,26-35,3,A,1,0,5,8.0,,8824
1001448,P00324842,F,26-35,3,A,1,0,8,,,4249
1001448,P00224042,F,26-35,3,A,1,0,8,,,10080
1001448,P00346642,F,26-35,3,A,1,0,8,,,7821
1001449,P00210342,M,36-45,20,A,1,1,3,4.0,,13664
1001449,P00127642,M,36-45,20,A,1,1,1,2.0,15.0,7876
1001449,P00111742,M,36-45,20,A,1,1,15,,,17149
1001449,P00352742,M,36-45,20,A,1,1,1,,,12004
1001449,P00259142,M,36-45,20,A,1,1,5,,,7171
1001449,P00144242,M,36-45,20,A,1,1,5,14.0,,3481
1001449,P00318942,M,36-45,20,A,1,1,8,16.0,,6008
1001449,P00286042,M,36-45,20,A,1,1,18,,,3076
1001449,P00238642,M,36-45,20,A,1,1,1,5.0,,4437
1001449,P00326542,M,36-45,20,A,1,1,5,,,3611
1001450,P00289942,M,18-25,4,B,2,1,3,4.0,5.0,10741
1001450,P00248742,M,18-25,4,B,2,1,5,,,7063
1001451,P00033042,M,36-45,20,B,0,0,5,14.0,,7096
1001451,P00296242,M,36-45,20,B,0,0,8,,,8004
1001456,P00351142,M,26-35,2,C,1,0,1,8.0,17.0,19706
1001457,P00201442,M,26-35,1,B,1,1,1,6.0,8.0,19481
1001461,P00330342,F,46-50,0,B,2,1,5,11.0,16.0,8799
1001465,P00113842,M,51-55,16,B,4+,1,6,8.0,16.0,12427
1001465,P00331842,M,51-55,16,B,4+,1,16,,,16304
1001465,P00084842,M,51-55,16,B,4+,1,8,16.0,,10038
1001466,P00182142,M,18-25,4,C,3,1,1,5.0,6.0,19232
1001470,P00266142,M,18-25,4,A,1,1,5,11.0,,3534
1001470,P00327942,M,18-25,4,A,1,1,5,,,7131
1001470,P00155942,M,18-25,4,A,1,1,8,17.0,,3885
1001470,P00338442,M,18-25,4,A,1,1,1,16.0,,15877
1001472,P00365242,M,26-35,7,C,1,0,5,8.0,,5327
1001472,P00004242,M,26-35,7,C,1,0,1,6.0,8.0,8335
1001472,P00236942,M,26-35,7,C,1,0,12,,,1376
1001474,P00265642,M,26-35,4,A,2,1,8,,,4010
1001475,P0099242,F,26-35,2,B,3,0,8,14.0,,9851
1001475,P00109542,F,26-35,2,B,3,0,8,14.0,17.0,6041
1001476,P00189842,F,18-25,0,B,0,0,3,4.0,5.0,7963
1001484,P00150342,M,26-35,12,C,1,0,8,14.0,,4256
1001486,P00274942,M,26-35,16,C,4+,1,8,,,6135
1001489,P00243942,F,36-45,2,A,2,1,1,2.0,15.0,7987
1001489,P00178042,F,36-45,2,A,2,1,8,14.0,,4116
1001489,P00276142,F,36-45,2,A,2,1,12,,,1373
1001489,P00216342,F,36-45,2,A,2,1,3,4.0,5.0,8178
1001489,P00287942,F,36-45,2,A,2,1,8,14.0,,6118
1001491,P00010742,M,18-25,4,B,1,0,1,8.0,17.0,11599
1001495,P00010542,M,18-25,0,C,1,0,2,4.0,5.0,6402
1001496,P00304142,M,26-35,17,A,2,0,5,11.0,,1895
1001496,P00127842,M,26-35,17,A,2,0,1,2.0,15.0,8064
1001496,P00234542,M,26-35,17,A,2,0,5,,,6934
1001502,P00128742,M,18-25,4,C,3,0,1,,,11586
1001502,P00317942,M,18-25,4,C,3,0,8,16.0,,7935
1001502,P00028842,M,18-25,4,C,3,0,6,8.0,,4222
1001502,P00002442,M,18-25,4,C,3,0,8,15.0,,4166
1001503,P00112642,M,26-35,12,A,2,0,1,2.0,5.0,11857
1001503,P00224142,M,26-35,12,A,2,0,8,,,6030
1001504,P00071242,M,18-25,19,A,3,0,1,15.0,16.0,11999
1001504,P00173342,M,18-25,19,A,3,0,1,6.0,14.0,7791
1001509,P00059842,M,0-17,0,B,3,0,5,,,3532
1001509,P00293242,M,0-17,0,B,3,0,8,16.0,,4198
1001509,P00073842,M,0-17,0,B,3,0,1,15.0,17.0,12028
1001509,P00019142,M,0-17,0,B,3,0,11,15.0,,6164
1001509,P00277442,M,0-17,0,B,3,0,1,6.0,15.0,15678
1001513,P00176542,F,36-45,16,C,4+,1,8,14.0,17.0,9775
1001516,P00112642,F,26-35,12,B,1,0,1,2.0,5.0,18980
1001517,P00209842,M,18-25,0,B,4+,1,5,8.0,,8694
1001523,P00044442,M,26-35,17,C,0,0,1,16.0,,15802
1001524,P00182642,M,18-25,4,B,1,0,2,4.0,9.0,9959
1001524,P00369942,M,18-25,4,B,1,0,2,3.0,4.0,3288
1001530,P00111142,M,26-35,4,A,1,1,1,15.0,16.0,15667
1001530,P00015742,M,26-35,4,A,1,1,7,,,16840
1001530,P00110542,M,26-35,4,A,1,1,8,,,9720
1001532,P00139542,M,18-25,14,C,3,0,5,,,2041
1001538,P00251242,M,26-35,3,C,2,0,5,11.0,,7042
1001542,P00161542,M,18-25,17,C,4+,0,2,15.0,16.0,6866
1001542,P00210342,M,18-25,17,C,4+,0,3,4.0,,11022
1001545,P00109742,M,26-35,20,A,1,0,8,,,6007
1001546,P00046142,M,26-35,4,A,4+,1,1,16.0,,19245
1001546,P00155042,M,26-35,4,A,4+,1,6,16.0,,16461
1001546,P00121342,M,26-35,4,A,4+,1,1,5.0,18.0,19688
1001550,P00010742,M,18-25,4,C,1,0,1,8.0,17.0,11395
1001551,P00313342,M,26-35,11,B,1,1,5,,,8900
1001552,P00058042,M,46-50,20,B,1,1,8,16.0,,10024
1001552,P00021742,M,46-50,20,B,1,1,5,,,6886
1001552,P00184342,M,46-50,20,B,1,1,8,,,4033
1001556,P00055642,M,18-25,4,A,3,1,4,5.0,,2745
1001556,P00267542,M,18-25,4,A,3,1,1,16.0,,3945
1001563,P00251242,F,0-17,10,B,0,0,5,11.0,,7027
1001566,P00261242,M,36-45,16,C,3,0,1,17.0,,3816
1001570,P00119342,M,18-25,17,B,1,1,10,13.0,,13891
1001571,P00199442,M,26-35,20,B,1,1,5,9.0,,5422
1001572,P00251242,F,26-35,3,C,3,1,5,11.0,,3715
1001572,P00347642,F,26-35,3,C,3,1,1,6.0,,11441
1001575,P00128942,F,51-55,7,C,4+,1,1,11.0,,15194
1001579,P00073842,M,26-35,0,A,0,0,1,15.0,17.0,15735
1001579,P00329642,M,26-35,0,A,0,0,8,14.0,,8124
1001581,P00303642,F,18-25,4,B,4+,1,8,14.0,,6139
1001584,P00145442,M,26-35,19,B,4+,0,8,15.0,,10074
1001584,P00182142,M,26-35,19,B,4+,0,1,5.0,6.0,11598
1001586,P00313542,M,46-50,7,B,2,1,5,8.0,,8694
1001586,P00055542,M,46-50,7,B,2,1,5,8.0,,6915
1001586,P00003942,M,46-50,7,B,2,1,5,14.0,,8895
1001586,P00037142,M,46-50,7,B,2,1,1,2.0,5.0,11877
1001587,P00345742,F,26-35,3,B,3,0,1,2.0,15.0,11376
1001587,P00179542,F,26-35,3,B,3,0,11,,,4634
1001589,P00346242,M,26-35,0,B,1,0,1,15.0,,15484
1001592,P00039742,M,36-45,7,B,4+,1,5,,,3508
1001594,P00121342,F,36-45,20,B,1,0,1,5.0,18.0,19045
1001599,P0097142,M,26-35,0,A,1,0,12,,,1075
1001599,P00265242,M,26-35,0,A,1,0,5,8.0,,5209
1001602,P00120042,F,26-35,7,C,2,1,1,2.0,,19112
1001605,P00083942,F,18-25,0,B,1,0,12,14.0,,1426
1001606,P00002442,F,36-45,3,A,4+,0,8,15.0,,5829
1001607,P00084942,M,46-50,1,A,2,1,5,8.0,,3627
1001607,P00130742,M,46-50,1,A,2,1,1,14.0,17.0,8219
1001608,P00238542,M,26-35,11,B,1,1,5,14.0,,1879
1001609,P00347142,F,36-45,9,B,3,0,5,,,5248
1001609,P00128242,F,36-45,9,B,3,0,5,12.0,14.0,5272
1001609,P00046142,F,36-45,9,B,3,0,1,16.0,,11826
1001609,P00136742,F,36-45,9,B,3,0,1,14.0,16.0,7955
1001611,P00005042,M,26-35,0,B,1,0,6,16.0,,19949
1001611,P00058042,M,26-35,0,B,1,0,8,16.0,,9939
1001611,P00185442,M,26-35,0,B,1,0,15,,,17287
1001611,P00324642,M,26-35,0,B,1,0,8,,,6147
1001613,P00153642,M,18-25,20,A,1,0,8,,,7805
1001613,P00047942,M,18-25,20,A,1,0,5,13.0,,7028
1001613,P00280842,M,18-25,20,A,1,0,1,8.0,,15456
1001617,P00358442,M,26-35,12,C,3,0,1,15.0,,15529
1001624,P00191442,M,26-35,0,B,1,1,1,2.0,15.0,19496
1001624,P00070442,M,26-35,0,B,1,1,1,15.0,,4483
1001627,P00258742,M,18-25,17,A,3,1,5,,,5330
1001628,P00178242,M,18-25,20,B,1,0,8,,,10058
1001628,P00010842,M,18-25,20,B,1,0,8,16.0,,9949
1001628,P00013942,M,18-25,20,B,1,0,5,,,3475
1001628,P00299542,M,18-25,20,B,1,0,8,,,4096
1001628,P00288342,M,18-25,20,B,1,0,8,,,10029
1001631,P00326942,F,51-55,0,C,4+,0,5,14.0,,6887
1001632,P00282042,M,26-35,16,B,1,0,5,15.0,,3523
1001632,P00070942,M,26-35,16,B,1,0,3,5.0,16.0,10646
1001632,P00121342,M,26-35,16,B,1,0,1,5.0,18.0,12023
1001633,P00116842,F,46-50,7,B,2,1,2,5.0,8.0,12838
1001635,P00127442,M,26-35,0,B,1,0,1,2.0,15.0,15327
1001635,P00134942,M,26-35,0,B,1,0,5,14.0,,7100
1001636,P00249142,F,26-35,19,C,0,0,5,,,1847
1001639,P00324542,M,26-35,17,B,1,0,5,8.0,,5321
1001639,P00228342,M,26-35,17,B,1,0,1,13.0,16.0,15469
1001641,P00208842,M,26-35,0,C,4+,0,11,16.0,,3120
1001641,P00232142,M,26-35,0,C,4+,0,11,,,1521
1001643,P00113042,M,46-50,2,C,4+,0,11,16.0,,7369
1001643,P00280642,M,46-50,2,C,4+,0,11,,,7610
1001647,P00116742,M,18-25,18,B,0,0,11,,,6018
1001647,P00053042,M,18-25,18,B,0,0,5,14.0,16.0,3719
1001647,P00028542,M,18-25,18,B,0,0,6,8.0,14.0,16468
1001647,P00321342,M,18-25,18,B,0,0,1,,,15781
1001647,P00244142,M,18-25,18,B,0,0,1,2.0,15.0,3984
1001647,P00194442,M,18-25,18,B,0,0,5,,,7001
1001649,P00110742,M,18-25,19,C,2,1,1,2.0,8.0,15474
1001649,P00323542,M,18-25,19,C,2,1,8,18.0,,9864
1001650,P00163442,M,26-35,19,C,1,0,6,8.0,13.0,16041
1001656,P00370042,M,26-35,17,B,3,0,1,8.0,16.0,11691
1001658,P00157642,F,36-45,6,B,2,0,1,14.0,16.0,15341
1001658,P00120042,F,36-45,6,B,2,0,1,2.0,,11983
1001661,P00010742,M,36-45,7,B,0,1,1,8.0,17.0,15524
1001666,P00051142,M,26-35,14,B,3,0,8,,,7920
1001666,P00236542,M,26-35,14,B,3,0,8,11.0,,7791
1001667,P00331242,M,51-55,16,B,4+,0,12,17.0,,1069
1001667,P00346142,M,51-55,16,B,4+,0,1,15.0,,15704
1001671,P00120942,M,36-45,0,B,2,0,8,,,5938
1001671,P00117242,M,36-45,0,B,2,0,8,17.0,,8098
1001675,P00209742,F,26-35,6,B,1,1,1,11.0,15.0,15380
1001675,P00261442,F,26-35,6,B,1,1,1,17.0,,3992
1001676,P00265242,M,18-25,4,B,4+,0,5,8.0,,8567
1001676,P00082242,M,18-25,4,B,4+,0,11,,,4466
1001676,P00035542,M,18-25,4,B,4+,0,3,4.0,12.0,13609
1001676,P00044242,M,18-25,4,B,4+,0,2,4.0,8.0,13195
1001676,P00035842,M,18-25,4,B,4+,0,5,6.0,9.0,6924
1001676,P00040742,M,18-25,4,B,4+,0,1,5.0,,12087
1001680,P00124842,M,26-35,20,A,3,1,11,,,7406
1001680,P00122642,M,26-35,20,A,3,1,11,,,4653
1001680,P00118142,M,26-35,20,A,3,1,8,17.0,,8094
1001680,P00004942,M,26-35,20,A,3,1,8,14.0,,9980
1001680,P00327442,M,26-35,20,A,3,1,5,8.0,,6891
1001680,P00128342,M,26-35,20,A,3,1,5,12.0,14.0,7097
1001680,P00062142,M,26-35,20,A,3,1,8,16.0,,7989
1001680,P00341842,M,26-35,20,A,3,1,15,16.0,,13068
1001681,P00329542,M,18-25,4,A,1,0,1,15.0,16.0,15885
1001683,P00198142,F,26-35,7,C,3,0,2,4.0,9.0,6719
1001683,P00180842,F,26-35,7,C,3,0,11,,,1695
1001685,P00116842,M,36-45,12,B,1,0,2,5.0,8.0,15918
1001685,P00223342,M,36-45,12,B,1,0,6,,,16163
1001687,P00178642,M,26-35,3,A,1,0,5,15.0,,5392
1001687,P00302142,M,26-35,3,A,1,0,5,14.0,,7131
1001692,P00282442,M,36-45,20,A,4+,1,5,8.0,18.0,7112
1001693,P00165742,M,26-35,12,C,1,1,8,16.0,,5846
1001693,P00217942,M,26-35,12,C,1,1,5,,,6926
1001694,P00159442,M,26-35,12,B,3,1,5,8.0,,3746
1001694,P00184942,M,26-35,12,B,3,1,1,8.0,17.0,8021
1001695,P00346042,M,26-35,1,C,1,1,6,8.0,15.0,12704
1001695,P00122442,M,26-35,1,C,1,1,1,11.0,15.0,8040
1001695,P00298442,M,26-35,1,C,1,1,16,,,16258
1001696,P00010942,M,36-45,7,C,1,0,1,2.0,6.0,15165
1001696,P00101342,M,36-45,7,C,1,0,6,8.0,,12230
1001696,P00044142,M,36-45,7,C,1,0,8,16.0,,7891
1001699,P00109742,F,26-35,19,A,0,0,8,,,8128
1001701,P00251942,F,26-35,4,B,1,0,1,2.0,5.0,15321
1001701,P00052142,F,26-35,4,B,1,0,8,14.0,,6025
1001701,P00307142,F,26-35,4,B,1,0,8,,,9753
1001701,P00145442,F,26-35,4,B,1,0,8,15.0,,9710
1001705,P00322242,F,18-25,4,C,2,0,8,14.0,,5884
1001705,P00265142,F,18-25,4,C,2,0,3,12.0,,8405
1001712,P00324942,M,26-35,0,B,4+,0,5,,,7073
1001712,P00121342,M,26-35,0,B,4+,0,1,5.0,18.0,19070
1001712,P00166242,M,26-35,0,B,4+,0,8,,,6164
1001714,P00040742,M,26-35,17,C,0,1,1,5.0,,11524
1001716,P00255842,M,26-35,0,B,0,0,16,,,20833
1001719,P00267542,M,18-25,16,C,2,1,1,16.0,,4102
1001722,P00105442,M,36-45,0,C,4+,0,11,,,7361
1001724,P00258742,M,18-25,4,C,3,0,5,,,7035
1001733,P00174442,M,18-25,14,B,0,1,5,,,5401
1001733,P00214642,M,18-25,14,B,0,1,11,13.0,16.0,3231
1001733,P00079942,M,18-25,14,B,0,1,8,,,9717
1001733,P00296542,M,18-25,14,B,0,1,8,,,9789
1001737,P00192042,M,36-45,20,B,3,0,5,9.0,14.0,5404
1001737,P00128342,M,36-45,20,B,3,0,5,12.0,14.0,3659
1001737,P00169742,M,36-45,20,B,3,0,1,8.0,15.0,15688
1001737,P00261342,M,36-45,20,B,3,0,1,17.0,,11575
1001738,P00250642,M,36-45,16,C,0,0,11,,,3177
1001740,P00119342,M,55+,1,C,2,0,10,13.0,,19114
1001741,P00246142,M,36-45,7,A,4+,1,1,15.0,17.0,15170
1001741,P00218542,M,36-45,7,A,4+,1,11,15.0,,4471
1001741,P00275642,M,36-45,7,A,4+,1,8,,,7919
1001741,P00289342,M,36-45,7,A,4+,1,5,8.0,14.0,8644
1001746,P00316742,M,26-35,4,C,1,1,4,5.0,,3431
1001746,P00251242,M,26-35,4,C,1,1,5,11.0,,5194
1001753,P00291342,M,36-45,6,B,3,0,8,,,5848
1001755,P00049642,F,18-25,4,B,4+,0,8,14.0,,7870
1001757,P00130642,M,26-35,4,B,4+,0,11,16.0,,6011
1001758,P00118842,F,26-35,0,B,1,0,5,8.0,,6863
1001759,P00120042,M,26-35,16,C,0,1,1,2.0,,19611
1001759,P00117442,M,26-35,16,C,0,1,5,14.0,,8836
1001760,P00212542,F,26-35,3,C,1,1,8,14.0,,8098
1001764,P00273742,M,18-25,0,B,1,0,1,17.0,,15767
1001764,P00173842,M,18-25,0,B,1,0,1,2.0,15.0,19245
1001764,P00049842,M,18-25,0,B,1,0,1,8.0,,15489
1001764,P00150642,M,18-25,0,B,1,0,5,8.0,,7027
1001765,P00295742,M,18-25,4,C,1,0,8,,,7791
1001767,P00327842,M,26-35,20,C,1,0,8,16.0,,6085
1001767,P00276242,M,26-35,20,C,1,0,8,17.0,,8130
