type,id,name,uuid,city,area,avgRating,totalRatingsString,OrderDate,deliveryTime,age_group,minDeliveryTime,maxDeliveryTime,channel,address,locality,unserviceable,veg,name,Ingredients
F,409568,SOROS Flavor Coffee,de326c6c-1db1-4a60-8086-ad2059ddb8d6,Bangalore,Central Bangalore,--,Too Few Ratings,01-01-2020,48,30-36 years,48,48,Retail Food Store,35/2 Ground Floor Chaman Building Ali Asker Road Cunningham Rd Vasanth Nagar Bengaluru Karnataka 560052 India,Central Bangalore,FALSE,FALSE,Dulce de Leche Ice Cream,"MILK, SUGAR, CREAM CHEESE (CREAM, MILK, CHEESE CULTURE, SALT, GUAR GUM, CAROB BEAN GUM, XANTHAN GUM), CREAM, CHOCOLATE, EGG YOLKS AND EGG WHITES, WHEAT FLOUR, WATER, DEXTROSE, CHERRY PUREE, CHERRY JUICE CONCENTRATE, COCONUT OIL, MILK FAT, COCOA BUTTER, WHEAT BRAN, LEMON JUICE CONCENTRATE, CHOCOLATE PROCESSED WITH ALKALI, NATURAL FLAVOR, HONEY, VANILLA EXTRACT, CAROB BEAN GUM, SOY LECITHIN, BAKING SODA, SALT, WHEAT GERM"
F,43206,Cafe Azzure,f3d2054f-97b2-4fc5-a525-bce5b46a120b,Bangalore,Ashok Nagar,--,Too Few Ratings,08-11-2020,47,19-24 years,47,47,Restaurant,No. 52 grandiose building  Above Pantaloons 4th floor  MG Road Bangalore -560001,Central Bangalore - Bangalore,FALSE,FALSE,Green Tea Ice Cream,"MILK, SUGAR, CREAM, WHEAT FLOUR, DEXTROSE, SKIM MILK, CHOCOLATE LIQUOR, VANILLA EXTRACT, EGGS, COCOA (PROCESSED WITH ALKALI), MOLASSES, SOYBEAN OIL, CAROB BEAN GUM, RICE FLOUR, NATURAL FLAVOR, SALT, COCOA BUTTER, LEMON PEEL, SOY LECITHIN"
F,377889,Puppy's Gastronomy,e648c489-27d4-43b3-9d68-5774673f9aa8,Bangalore,Central Bangalore,--,Too Few Ratings,29-04-2020,50,36-45 years,50,50,Restaurant,42/1 Vasanth Nagar Bengaluru Karnataka 560051 India,Central Bangalore,FALSE,FALSE,Honey Salted Caramel Almond Ice Cream,"MILK, SUGAR, PEANUTS, CREAM, EGG AND EGG YOLK, DEXTROSE, COCONUT OIL, CHOCOLATE, COCOA (PROCESSED WITH ALKALI), COCOA BUTTER, SKIM MILK, SALT, CAROB BEAN GUM, SOY LECITHIN, NATURAL FLAVOR, COCOA, VANILLA EXTRACT"
F,390408,Breakfast Junction,bce4a789-403c-4ccf-9e4b-681b72891660,Bangalore,Basavanagudi,--,Too Few Ratings,06-09-2020,45,0-18 years,45,45,Retail Food Store,9 5th Cross Lakshmi Road Shanthi Nagar Bangalore 560027 Basavanagudi BBMP South Karnataka - 560027,Basavanagudi,FALSE,FALSE,Irish Cream Cookie Squares,"MILK, SUGAR, CREAM, CHOCOLATE (PROCESSED WITH ALKALI), ALMONDS, COCONUT CONCENTRATE, COCONUT, DEXTROSE, COCONUT AND SOYBEAN AND SUNFLOWER OILS, SALT, CAROB BEAN GUM, SOY LECITHIN, VANILLA EXTRACT, NATURAL FLAVOR"
F,340595,LUCKY FAST FOOD,bbc2784a-6559-440b-ae8f-6d4c866595a2,Bangalore,Ejipura,--,Too Few Ratings,30-01-2019,59,45-55 years,59,59,Retail Food Store,NO.23  4th cross  Ashwini layout  Ejipura  Viveknagar post  Bangalore 560047,Koramangala,FALSE,FALSE,Irish Cream Brownie Ice Cream,"WATER, SUGAR, DESICCATED COCONUT, COCONUT OIL, WHEAT FLOUR, DEXTROSE, COCOA PROCESSED WITH ALKALI, ROLLED OATS, CHOCOLATE LIQUOR, BROWN SUGAR, CANOLA OIL, CAROB BEAN GUM, NATURAL FLAVOR, SEA SALT, SUNFLOWER LECITHIN, PECTIN, GUAR GUM, BAKING SODA, SALT, SOY LECITHIN"
F,435405,Chaayos Meri Wali Chai,887a4252-90b9-4504-8ed1-24bfdbeb413d,Bangalore,Cunningham Road,4.7,20+ ratings,13-01-2019,39,19-24 years,39,39,Leisure,Shop No. 15 22 23 and 24 Ground Floor Unit No. 02 HM Geneva House #14 Cunningham Road Vasanth Nagar Shivajinagara B.B.M.P East Karnataka-560052,Cunningham Road,FALSE,FALSE,Lemon Sorbet,"MILK, SUGAR, EGG YOLK AND EGG, CREAM, DEXTROSE, CHOCOLATE (PROCESSED WITH ALKALI), COFFEE, COCONUT OIL, CAROB GUM, SOYBEAN OIL, NATURAL FLAVOR, SOY LECITHIN"
F,381901,Raffaele's Ristorante Pizzeria,17f9cd96-2286-456a-a1fa-0d95cec970bd,Bangalore,Indiranagar,4.3,100+ ratings,14-06-2020,60,0-18 years,60,60,Leisure,NO 598/1 12TH MAIN ROAD HAL 2ND STAGE BANGALORE B.B.M.P East Karnataka-560038,Indiranagar,FALSE,FALSE,Lemon Raspberry White Chocolate TRIO CRISPY LAYERS,"MILK, SUGAR†, CREAM, CHOCOLATE, EGG YOLKS, WATER, WHEAT FLOUR, CORN SYRUP†, SKIM MILK, DEXTROSE†, COCOA (PROCESSED WITH ALKALI), PALM OIL, NATURAL FLAVOR, MILK FAT, COFFEE, COCOA BUTTER, VANILLA EXTRACT, EGG WHITES, SOY LECITHIN, CAROB BEAN GUM, CHOCOLATE (PROCESSED WITH ALKALI), SUNFLOWER LECITHIN, PECTIN, LEMON JUICE CONCENTRATE, MOLASSES†, BAKING SODA, SALT, GUAR GUM, LEMON PEEL"
F,406046,Big Bites,a6365b0c-5cff-431b-8a7a-049852d007f4,Bangalore,Central Bangalore,--,Too Few Ratings,04-06-2020,53,24-30 years,53,53,Leisure,#10 First Floor Castle Street road above Afton Treadmill & Gym Equipment Store Ashok Nagar Bangalore - 560025,Central Bangalore,FALSE,FALSE,Mango Ice Cream,"WATER, SUGAR, EGG YOLKS AND EGG WHITES, COCONUT OIL, ALMONDS, COFFEE EXTRACT CONCENTRATE, DEXTROSE, CAROB BEAN GUM,VANILLA EXTRACT"
F,396752,SLAY Coffee,c891dbbc-eeed-4600-8245-424d8c0bccf3,Bangalore,Shantinagar,4.4,20+ ratings,03-04-2019,44,19-24 years,44,44,Leisure,KMK Towers 1st floor WEST PORTION 142 K H ROAD above Tata Motors Shanthinagar Bangalore South bangalore 560027,Residency Road,FALSE,FALSE,Mango Sorbet,"MILK, SUGAR, CREAM, EGG YOLKS AND EGG WHITES, CHOCOLATE, COCOA PROCESSED WITH ALKALI, COCONUT OIL, DEXTROSE, WATER, CHERRY PUREE, CANOLA OIL, VERMOUTH, CHERRY JUICE CONCENTRATE, MILK FAT, COCOA BUTTER, WHEY, LEMON JUICE CONCENTRATE, VANILLA EXTRACT, CHOCOLATE PROCESSED WITH ALKALI, CAROB BEAN GUM, COCOA, SOY LECITHIN, SALT, NATURAL FLAVOR"
F,39170,Smokey Tribe,5954f7c9-625a-411c-b2da-ec43f7d59b95,Bangalore,Koramangala,4.3,100+ ratings,16-02-2019,59,30-36 years,59,59,Leisure,62 1st main road 7th block Koramangala Bangalore 560095,7th Block,FALSE,FALSE,Mint Chip Ice Cream,"WATER, SUGAR, COCOA PROCESSED WITH ALKALI, DEXTROSE, COCONUT OIL, EGG YOLKS, EGG WHITES, CHOCOLATE LIQUOR, CAROB BEAN GUM, SEA SALT, NATURAL FLAVOR, PECTIN"
F,448720,Thayi Mane Utta,819af1f9-c5f9-4d9a-81e1-48135c7413a9,Bangalore,Lingarajapuram kammanahalli,--,Too Few Ratings,14-02-2019,57,24-30 years,57,57,Convenience Stores,Flat No- 502 5th Floor VH Apt 4th Cross CMR Colony Lingarajapuram Bangalore - 560084,Lingarajapuram,FALSE,FALSE,Peanut Butter Cookie Squares,"MILK, SUGAR, CREAM, CHOCOLATE, EGG AND EGG YOLK, DEXTROSE, COCOA (PROCESSED WITH ALKALI), VERMOUTH, MILK FAT, COCOA BUTTER, CAROB GUM, CHOCOLATE (PROCESSED WITH ALKALI), SOY LECITHIN, VANILLA EXTRACT"
F,31696,Little Cafe,f0e3697c-7167-4fe1-9f79-b770452c8640,Bangalore,Shankarapura,3.7,20+ ratings,10-01-2019,48,36-45 years,48,48,Convenience Stores,#21 National High School Road V.V.Puram Bangalore - 560 004,national High School Road,FALSE,FALSE,Peanut Butter Chip HEAVEN Light Ice Cream,"MILK, SUGAR, CREAM, EGG AND EGG YOLK, CHOCOLATE, DEXTROSE, COCOA (PROCESSED WITH ALKALI), WHEAT FLOUR, PALM OIL, SKIM MILK, FRUCTOSE, BROWN SUGAR, CAROB GUM, COCOA, SOYBEAN OIL, SALT, NATURAL FLAVOR, SOY LECITHIN, CORN STARCH"
F,31698,Little Kolkata,24a9c4c8-133f-4166-a151-51986ff53989,Bangalore,Koramangala,4.1,20+ ratings,03-04-2020,59,30-36 years,59,59,Convenience Stores,50/1 second floor oppozit jyothi nivas college Koramangla 5th block. Bangalore-560095,5th block,FALSE,FALSE,Peanut Butter Chocolate Fudge Non-Dairy,"MILK, SUGAR, CREAM, HAZELNUTS, CHOCOLATE, DEXTROSE, MILK FAT, COCOA BUTTER, CAROB BEAN GUM, CHOCOLATE (PROCESSED WITH ALKALI), VANILLA EXTRACT, XANTHAN GUM, SOY LECITHIN"
F,59141,Wow! Momo,25d54e3d-f6df-4a0b-8bd7-0a485069103c,Bangalore,Ashok Nagar,4.3,20+ ratings,06-04-2020,38,45-55 years,38,38,Convenience Stores,Garuda Mall Food court 3rd Floor 15 Magrath Road Craig Park Layout Ashok Nagar Bengaluru Karnataka 560025,Garuda mall Wow! Momo,FALSE,FALSE,Peanut Butter Chocolate Fudge Non-Dairy Bar,"MILK, SUGAR, CREAM, DEXTROSE, WHEAT FLOUR, COTTONSEED OIL, WHOLE WHEAT GRAHAM FLOUR, COCONUT OIL, CANOLA OIL, CAROB GUM, VANILLA EXTRACT, PALM AND PALM KERNEL OIL, WHEAT BRAN, HONEY, NATURAL FLAVOR, SALT, MOLASSES, SOY LECITHIN, WHEAT GERM, CINNAMON"
F,405188,Cheese Meets Bread,22e0ebac-35ee-461d-8684-71aeab3a967c,Bangalore,Indiranagar,4.6,50+ ratings,01-11-2020,57,36-45 years,57,57,Convenience Stores,No-26 2nd Floor Veemee Sadhana 1st Main Lakshmipuram Ulsoor Bengaluru Karnataka 560008,Lakshmipuram Ulsoor,FALSE,FALSE,Peppermint Bark Ice Cream,"MILK, SUGAR†, CREAM, LEMON JUICE, WHEAT FLOUR, TAPIOCA SYRUP, WATER, COCONUT OIL, BLUEBERRIES, DEXTROSE†, EGG YOLKS, PALM OIL, NATURAL FLAVOR, WHEAT BRAN, WHOLE EGG, CAROB BEAN GUM, GUAR GUM, SALT, BAKING SODA, LEMON PEEL, WHEAT GERM, SOY LECITHIN, PECTIN, RED CABBAGE JUICE (COLOR)"
F,409546,Madras Meal Company,18bfe000-8274-4ebf-8abb-6737cad8f446,Bangalore,Central Bangalore,4.1,100+ ratings,22-11-2019,39,55+ years,39,39,Convenience Stores,#10 First Floor Castle Street road above Afton Treadmill & Gym Equipment Store Ashok Nagar Bangalore - 560025,Central Bangalore,FALSE,FALSE,Peppermint Bark Ice Cream Bar,"MILK, SUGAR, CREAM, DEXTROSE, VANILLA EXTRACT, SUNFLOWER LECITHIN, CAROB BEAN GUM, GUAR GUM, NATURAL FLAVOR, LEMON PEEL"
F,443020,Food Corner,77e026fe-1aa0-437d-a993-2acb410b8708,Bangalore,Frazer Town,--,Too Few Ratings,12-05-2020,50,45-55 years,50,50,Convenience Stores,JC Nagar Main Rd S.G. Palya Munireddypalya Jayamahal Bengaluru Karnataka 560006 India,Frazer Town,FALSE,FALSE,Pineapple Coconut Ice Cream,"MILK, SUGAR, CREAM, CHOCOLATE, DEXTROSE, MILK FAT, COCOA BUTTER, SUNFLOWER LECITHIN, CAROB BEAN GUM, NATURAL FLAVOR, GUAR GUM, CHOCOLATE (PROCESSED WITH ALKALI), VANILLA EXTRACT, SOY LECITHIN, MINT LEAF EXTRACTIVES"
F,444346,Umpire chicken county,6b3ec6bb-a368-48a4-b1e7-82a4f7ee03f4,Bangalore,Central Bangalore,--,Too Few Ratings,08-02-2019,50,0-18 years,50,50,Retail Food Store,NO 12 OPP TO SRI BALAJI THEATRE KASHIVISHWANATHA MAIN ROAD VANNARRPET VIVEKNAGAR Bangalore Shanthinagara  B.B.M.P East Karnataka - 560047,Central Bangalore,FALSE,FALSE,Pistachio Ice Cream,"MILK, SUGAR, CREAM, COCONUT OIL, WHEAT FLOUR, COCOA PROCESSED WITH ALKALI, SKIM MILK, WATER, ENRICHED WHEAT FLOUR (WHEAT FLOUR, NIACIN, REDUCED IRON,THIAMIN MONONITRATE, RIBOFLAVIN, FOLIC ACID), DEXTROSE, CHOCOLATE, CANOLA OIL, PALM OIL AND SOYBEAN OIL, BUTTER (CREAM, SALT), NATURAL FLAVOR, SUNFLOWER LECITHIN, SOY LECITHIN, CAROB BEAN GUM, DRIED CANE SYRUP, COCOA, GUAR GUM, BAKING SODA, SALT, CORN STARCH, VANILLA EXTRACT, MINT LEAF EXTRACTIVES"
F,81984,Dalma,9704727b-1838-48a0-ae77-af2c55b6c560,Bangalore,Koramangala,4.2,100+ ratings,17-10-2020,60,0-18 years,60,60,Retail Food Store,93 Opposite Anand Sweets Koramangala 6th Block Bangalore,Koramangala 6th Block,FALSE,FALSE,Raspberry Sorbet,"MILK, SUGAR, CREAM, DEXTROSE, EGG YOLKS, CAROB GUM, VANILLA EXTRACT, NUTMEG, NATURAL FLAVOR"
F,58746,Srinidhi Sagar Deluxe,ae98f8ef-3b8f-493d-a9c7-85be34301508,Bangalore,Domlur,3.9,100+ ratings,10-09-2020,54,19-24 years,54,54,Retail Food Store,#412Domlur bangalore-71,Domlur,FALSE,TRUE,Rocky Road Ice Cream,"ORGANIC SKIM MILK, ORGANIC CANE SUGAR, ORGANIC CREAM, ORGANIC MILK, ORGANIC BUTTER (CREAM, SALT). ORGANIC GLUCOSE SYRUP, ORGANIC EGG YOLKS, ORGANIC DEXTROSE, ORGANIC CARAMELIZED SUGAR (ORGANIC CANE SUGAR, WATER), BAKING SODA, PECTIN, ORGANIC CAROB BEAN GUM, ORGANIC VANILLA EXTRACT, SEA SALT"
F,432372,Punjabi Bowl,ee087b00-e218-4a60-a4cb-0e9a4a7f1be4,Bangalore,Central Bangalore,4.2,20+ ratings,01-09-2020,45,19-24 years,45,45,Restaurant,No 23 Ace Space 8th Main Rd Vasanth Nagar Bengaluru Karnataka 560052,Central Bangalore,FALSE,FALSE,Ruby Cacao Ice Cream Bar,"ORGANIC SKIM MILK, ORGANIC CANE SUGAR, ORGANIC CREAM, ORGANIC MILK, ORGANIC EGG WHITES AND EGG YOLKS, ORGANIC DEXTROSE, ORGANIC CHOCOLATE, ORGANIC COCOA PROCESSED WITH ALKALI, WATER, ORGANIC BUTTER (ORGANIC CREAM, SALT), ORGANIC CAROB BEAN GUM, ORGANIC BLACK COCOA PROCESSED WITH ALKALI"
F,454148,ENERGY BOWLS,66cbd928-369a-4a14-bb02-4f95c11eb97b,Bangalore,R.T. Nagar,--,Too Few Ratings,11-01-2019,62,24-30 years,62,62,Restaurant,# 178/2 1ST MAIN ROAD J C NAGAR MAIN ROAD MUNNIREDDY PALYA BANGALORE 560006,R.T. Nagar,FALSE,FALSE,Ruby Cacao Crackle Pistachio Sweet Cream TRIO CRISPY LAYERS,"ORGANIC SKIM MILK, ORGANIC CREAM, ORGANIC CANE SUGAR, ORGANIC DEXTROSE, ORGANIC GINGER, ORGANIC MATCHA GREEN TEA, ORGANIC GREEN TEA, ORGANIC CAROB BEAN GUM, ORGANIC VANILLA EXTRACT, ORGANIC LEMON JUICE CONCENTRATE"
F,373099,Butter Delivery,82cbd14d-c1b3-4727-96dc-c984b2491426,Bangalore,Central Bangalore,--,Too Few Ratings,03-04-2019,37,24-30 years,37,37,Retail Food Store,Farzi Cafe 2nd UB City MG Road KG Halli Shanthala Nagar Ashok Nagar Bengaluru Karnataka 560001,2nd UB City,FALSE,FALSE,Rum Raisin Ice Cream,"INGREDIENTS: ORGANIC SKIM MILK, ORGANIC CREAM, ORGANIC CANE SUGAR, ORGANIC DEXTROSE, OAKWOOD EXTRACT, ORGANIC CAROB BEAN GUM, ORGANIC VANILLA EXTRACT"
F,389441,The tasty planet,3bb80164-f066-43cf-ac7b-0c10266b5693,Bangalore,Koramangala,--,Too Few Ratings,06-06-2019,48,19-24 years,48,48,Retail Food Store,No. 28/1 Vellariamman Temple Street Facing Towards Vannarpet Layout  Vivekanagar Post Bangalore,Koramangala,FALSE,FALSE,Rum Tres Leches Ice Cream,"MILK, SUGAR, CREAM, PISTACHIOS, DEXTROSE, CAROB BEAN GUM, NATURAL FLAVOR, VANILLA EXTRACT"
F,29348,Apsara Ice Creams,e8627a77-7a28-4ef7-957f-2a5e7a345c11,Bangalore,Indiranagar,4.5,50+ ratings,30-01-2020,48,30-36 years,48,48,Leisure,100/1B 10th cross 2nd main Indiranagar 1stage Bangalore 560038 Landmark - Punjabi Rasoi Restaurant,10th cross,FALSE,TRUE,Salted Caramel Chocolate TRIO CRISPY LAYERS,"WATER, PEANUTS, SUGAR, DEXTROSE, SALT, COCOA PROCESSED WITH ALKALI, CORN SYRUP, COCONUT OIL, CHOCOLATE, CORN STARCH, SEA SALT, VANILLA EXTRACT, CAROB BEAN GUM, GUAR GUM, XANTHAN GUM"
F,146420,Bhartiya Jalpan - Sweets Dry Fruit and Savouries,a24baf8c-cbea-417e-977e-be4949ab4096,Bangalore,Shivaji Nagar,3.8,20+ ratings,18-02-2019,36,19-24 years,36,36,Leisure,No 14 Commercial Street Bangalore,Central Bangalore,FALSE,TRUE,Strawberry Ice Cream,"MILK, SUGAR, CREAM, PEANUTS, COCONUT OIL, WHEAT FLOUR, SKIM MILK, WATER, COCOA PROCESSED WITH ALKALI, BUTTER (CREAM, SALT), CHOCOLATE, DEXTROSE, PEANUT OIL, BROWN SUGAR, EGGS, NATURAL FLAVOR, SALT, SUNFLOWER LECITHIN, VANILLA EXTRACT, CAROB BEAN GUM, COCOA, BAKING SODA, GUAR GUM, SOY LECITHIN"
F,442122,Chung's,0727f579-8531-42b2-8f8a-3eea60b369d9,Bangalore,Rajajinagar,--,Too Few Ratings,13-11-2019,60,36-45 years,60,60,Leisure,Ground Floor Nos.001 BINDU GALAXY 1st Main Road Industrial Town West of Chord Road Rajajinagar Bangalore - 560044,Rajajinagar,FALSE,FALSE,Strawberry Waffle Cone HEAVEN Light Ice Cream,"MILK, SUGAR, CREAM, CHOCOLATE (PROCESSED WITH ALKALI), DEXTROSE, COCOA BUTTER, COCONUT AND SOYBEAN OIL, VANILLA EXTRACT, CAROB GUM, SOY LECITHIN, NATURAL FLAVOR"
F,58758,Srinidhi Sagar Food Line,a5afa6f2-f9b3-4744-ac0a-4629d68099e1,Bangalore,Indiranagar,--,Too Few Ratings,21-05-2019,55,19-24 years,55,55,Leisure,#68Double Road Indranagar Bangalore-560038,Double Road,FALSE,TRUE,Triple Chocolate TRIO CRISPY LAYERS,"MILK, SUGAR†, CREAM, WHEAT FLOUR, PUMPKIN, WATER, BUTTER, BROWN SUGAR†, COCONUT OIL, DEXTROSE†, TAPIOCA STARCH, EGG, SUNFLOWER LECITHIN, CINNAMON, NATURAL FLAVOR, CAROB BEAN GUM, SALT, CARROT POWDER (COLOR), NUTMEG, GUAR GUM, VANILLA EXTRACT"
F,321807,CREAMS & BITES,8e396aaa-e00c-4d77-8838-238ee9121d75,Bangalore,Basavanagudi,5,20+ ratings,27-02-2020,50,45-55 years,50,50,Leisure,No. 51 5th Floor Albert Victor Road Royan Circle Chamarajpet Bangalore Chamarajapete  B.B.M.P South Karnataka - 560018,Basavanagudi,FALSE,TRUE,Vanilla Cookie Squares,"MILK, SUGAR, CREAM, CREAM CHEESE (MILK, CREAM, CHEESE CULTURE, SALT, CAROB GUM, GUAR GUM, XANTHAN GUM), CORN SYRUP, ENRICHED FLOUR (WHEAT FLOUR, NIACIN, REDUCED IRON, THAIMIN MONONITRATE, RIBOFLAVIN, FOLIC ACID), BALSAMIC VINEGAR (RED WINE VINEGAR, GRAPE MUST), EGG, WHOLE WHEAT GRAHAM FLOUR, RASPBERRY PUREE, VANILLA EXTRACT, CAROB GUM, MODIFIED CORN STARCH, PALM OIL, BROWN SUGAR, NATURAL FLAVOR, COLOR ADDED, CARRAGEENAN, HONEY, SALT, SOY LECITHIN"
F,224120,Lo! - Low Carb and Keto Foods,04a84369-e4a6-4d93-9fd5-0262fa4c7e27,Bangalore,Kodihalli,4.5,100+ ratings,14-01-2019,54,0-18 years,54,54,Convenience Stores,,Indiranagar,FALSE,FALSE,Vanilla Ice Cream,"RASPBERRIES, WATER, SUGAR, DEXTROSE, LEMON JUICE, CAROB BEAN GUM"
F,57428,Happy Hours,546002ff-ae2a-4aa6-a450-c2d1ff046f71,Bangalore,Seshadripuram,--,Too Few Ratings,12-09-2019,53,0-18 years,53,53,Convenience Stores,No. 5 Old No. 28 Old Bridge Road Kumara Park East Bangalore560001,Old Bridge Road,FALSE,FALSE,Vanilla Soft Dipped Ice Cream Bar,"MILK, SUGAR, SKIM MILK, CREAM, WATER, COCONUT OIL, CORN SYRUP, WHOLE EGG AND EGG YOLK, COCOA PROCESSED WITH ALKALI, ENRICHED WHEAT FLOUR (WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMIN MONONITRATE, RIBOFLAVIN, FOLIC ACID), DEXTROSE, PALM OIL AND SOYBEAN OIL, BAKING SODA, VANILLA EXTRACT, CAROB BEAN GUM, SUNFLOWER LECITHIN, SEA SALT, SOY LECITHIN, NATURAL FLAVOR, DRIED CANE SYRUP, COCOA, BUTTER (CREAM, SALT), GUAR GUM, CORN STARCH, SALT"
F,284374,Lush - Renaissance Bengaluru Race Course Hotel By Marriott.,acb383fe-56ab-4ad0-a3a2-2db77db1c7b8,Bangalore,Gandhi Nagar,--,Too Few Ratings,04-04-2020,55,19-24 years,55,55,Convenience Stores,17 and 17 1  Madhava Nagar Extension  Race Course Lane  Bengaluru  Karnataka  India  560001,Majestic,FALSE,FALSE,Vanilla Bean Ice Cream,"MILK, SKIM MILK, SUGAR, CREAM, EGG YOLK AND WHOLE EGG, CORN SYRUP, COCONUT OIL, DEXTROSE, COCOA (PROCESSED WITH ALKALI), SEA SALT, CAROB BEAN GUM, VANILLA EXTRACT, SOY LECITHIN, NATURAL FLAVOR"
F,396745,Firangi Bake,bbe92979-08e7-45a7-8231-072d23a83db8,Bangalore,Shantinagar,4.5,20+ ratings,18-09-2019,45,19-24 years,45,45,Convenience Stores,KMK Towers 1st floor WEST PORTION 142 K H ROAD above Tata Motors Shanthinagar Bangalore South bangalore 560027,Residency Road,FALSE,FALSE,Vanilla Blackberry Chocolate TRIO CRISPY LAYERS,"MILK, SUGAR, CREAM, PECANS, EGG YOLK AND EGG, DEXTROSE, SKIM MILK, MOLASSES, CORN SYRUP, CAROB BEAN GUM, COTTONSEED OIL, VANILLA EXTRACT, SALT, NATURAL FLAVOR, SEA SALT"
F,285642,Ganesh Dharshini,45e9cee9-f334-40ab-b640-226eb28a2b76,Bangalore,Malleshwaram,4.3,100+ ratings,27-11-2020,55,24-30 years,55,55,Restaurant,#74 17th cross Margosa road Malleshwaram Bangalore 560055,Malleshwaram,FALSE,TRUE,Vanilla Caramel White Chocolate TRIO CRISPY LAYERS,"WATER, STRAWBERRIES, SUGAR, DEXTROSE, CORN SYRUP, LEMON JUICE, HIBISCUS POWDER, HIBISCUS FLOWER, CAROB BEAN GUM, LIME JUICE CONCENTRATE, PECTIN, VEGETABLE JUICE (FOR COLOR)"
F,326762,Dhaba Co.,7640f27a-848e-4928-9440-2b2817864e25,Bangalore,Ashok Nagar,--,Too Few Ratings,27-06-2020,38,24-30 years,38,38,Retail Food Store,#31MAGRATH ROAD BEHIND GARUDA MALL NEXT TO GRAND MAGRATH HOTEL Ashok Nagar Bengaluru Karnataka 560025,Central Bangalore,FALSE,FALSE,Vanilla Chocolate Chip Ice Cream,"MILK, SUGAR, CREAM, TAPIOCA SYRUP, DEXTROSE, ROLLED OATS, COCONUT OIL, WHEAT FLOUR, BLUEBERRIES, VANILLA EXTRACT, BROWN SUGAR, NATURAL FLAVOR, CAROB BEAN GUM, VANILLA BEANS, PECTIN, GUAR GUM, COLOR ADDED, SALT, CITRIC ACID, LEMON PEEL"
F,392620,Plutos Kitchen,da40cb21-686c-4a07-95e6-f366bb92f8bf,Bangalore,Indiranagar,--,Too Few Ratings,27-03-2019,65,19-24 years,65,65,Retail Food Store,475 Shri Krishna Temple Rd Indira Nagar 1st Stage Stage 1 Indiranagar Bengaluru Karnataka 560038 India,Indiranagar,FALSE,FALSE,Vanilla Milk Chocolate Ice Cream Bar,"MILK, SUGAR, CREAM, SKIM MILK, DEXTROSE, VANILLA EXTRACT, CORN SYRUP, CAROB GUM, NATURAL FLAVOR, LEMON PEEL, VANILLA BEANS"
F,296776,SWAAD KUTIRRA,ac285b97-0e8e-4e33-bc38-9918cedb68a0,Bangalore,Chamrajpet,--,Too Few Ratings,28-04-2019,56,30-36 years,56,56,Retail Food Store,NO.91/1. GANESH GRAND MYSORE ROAD SIRSI CIRCLE BENGALURU. District - B.B.M.P South STATE - Karnataka - 560018 Karnataka,Basavanagudi,FALSE,TRUE,Vanilla Milk Chocolate Almond Ice Cream Bar,"MILK, SUGAR, SKIM MILK, CREAM, WATER, COCONUT OIL, CORN SYRUP, WHOLE EGG AND EGG YOLK, COCOA PROCESSED WITH ALKALI, ENRICHED WHEAT FLOUR (WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMIN MONONITRATE, RIBOFLAVIN, FOLIC ACID), DEXTROSE, PALM OIL AND SOYBEAN OIL, BAKING SODA, VANILLA EXTRACT, CAROB BEAN GUM, SUNFLOWER LECITHIN, SEA SALT, SOY LECITHIN, NATURAL FLAVOR, DRIED CANE SYRUP, COCOA, BUTTER (CREAM, SALT), GUAR GUM, CORN STARCH, SALT"
F,318658,Healthy Beverages by Adigas,e6184ab3-a116-4dae-aea9-3476cc1aaa51,Bangalore,Chickpet,--,Too Few Ratings,24-10-2019,47,19-24 years,47,47,Retail Food Store,1st Cross K.G. Road Majestic Bengaluru 560009,Majestic,FALSE,FALSE,Vanilla Swiss Almond Ice Cream,"MANGOS, WATER, SUGAR, DEXTROSE, LEMON JUICE, CAROB BEAN GUM"
F,242515,Burritos & Bowls Mexican Kitchen,ce83a0d4-1e69-4fd5-b70a-7dba87920d41,Bangalore,Koramangala,4.2,20+ ratings,06-09-2019,60,36-45 years,60,60,Retail Food Store,Chinita Real Mexican Food Above Khadims #25 1st Floor 5th Cross 5th Block Koramangala Bangalore - 560095,5th Cross 5th Block Koramangala,FALSE,FALSE,Whiskey Hazelnut Latte Ice Cream,"MILK, BANANAS, SUGAR†, WHEAT FLOUR, CREAM, NONFAT MILK, EGG YOLKS, WATER, EGG WHITES, COCONUT OIL, CORN SYRUP†, LEMON JUICE, WHOLE EGGS, CAROB BEAN GUM, BAKING SODA, VANILLA EXTRACT, NATURAL FLAVOR, SALT"
F,190142,Ashok Vattika,c16e4f8f-1aa2-47fd-a05a-0865ef4d385d,Bangalore,Jayanagar,3.6,100+ ratings,30-04-2020,48,19-24 years,48,48,Restaurant,No 8 6th C Main 4th Block Jayanagar Bangalore - 560011,Jayanagar,FALSE,TRUE,White Chocolate Raspberry Ice Cream Bar,"MILK, SUGAR, CREAM, EGG AND EGG YOLK, DEXTROSE, CHOCOLATE, COCOA (PROCESSED WITH ALKALI), COCOA BUTTER, CHOCOLATE, CAROB GUM, SOY LECITHIN, NATURAL FLAVOR"
